Partido_ID,Local,Visitante,Carreras_Local,Carreras_Visitante,Local_Bateo_Prom,Visita_Bateo_Prom,Local_Pitcher_ERA,Local_Pitcher_K,Visita_Pitcher_ERA,Visita_Pitcher_K,Target_Ganador
822733,Washington Nationals,New York Mets,1,2,6.29,7.14,4.71,4.7,2.77,5.7,0
822734,Washington Nationals,New York Mets,7,16,5.71,5.43,3.36,6.3,4.0,1.3,0
822735,Washington Nationals,New York Mets,8,4,6.29,7.0,2.54,5.0,2.21,1.3,1
822736,Washington Nationals,New York Mets,9,6,6.43,7.57,1.5,2.0,3.71,6.3,1
822737,Washington Nationals,Baltimore Orioles,13,3,4.86,3.0,4.14,5.3,3.33,5.3,1
822738,Washington Nationals,Baltimore Orioles,3,7,6.29,3.0,5.36,4.0,4.43,2.7,0
822739,Washington Nationals,Baltimore Orioles,3,2,5.43,3.14,0.0,5.0,6.06,0.7,1
822740,Washington Nationals,Minnesota Twins,15,2,3.86,4.71,1.49,5.0,4.02,2.7,1
822741,Washington Nationals,Minnesota Twins,7,5,6.0,4.86,3.55,6.0,7.44,2.0,1
822742,Washington Nationals,Milwaukee Brewers,3,2,4.14,6.57,12.27,2.0,12.27,2.0,1
822743,Washington Nationals,Minnesota Twins,3,11,3.71,4.71,3.0,8.3,4.71,5.0,0
822744,Washington Nationals,Milwaukee Brewers,1,6,4.71,5.71,3.35,7.7,2.96,6.0,0
822745,Washington Nationals,Atlanta Braves,2,7,6.14,6.14,1.9,3.7,1.9,3.7,0
822746,Washington Nationals,Milwaukee Brewers,1,4,4.57,6.0,3.48,6.0,2.06,5.3,0
822747,Washington Nationals,Atlanta Braves,11,4,4.43,5.86,2.96,4.7,0.0,1.0,1
822748,Washington Nationals,Atlanta Braves,6,8,5.29,5.86,2.81,2.3,7.71,4.3,0
822749,Washington Nationals,Atlanta Braves,4,9,4.57,6.43,1.1,6.0,7.07,4.7,0
822750,Washington Nationals,San Francisco Giants,3,0,5.29,4.0,14.12,2.3,2.21,6.7,1
822751,Washington Nationals,San Francisco Giants,6,7,4.86,3.86,5.29,3.3,1.76,3.0,0
822752,Washington Nationals,San Francisco Giants,5,10,5.14,3.14,3.46,4.5,3.6,4.5,0
822753,Washington Nationals,St. Louis Cardinals,1,6,6.17,4.0,6.43,4.0,24.15,4.0,0
822754,Washington Nationals,St. Louis Cardinals,6,7,6.2,3.25,1.5,3.0,1.5,2.0,0
822811,Toronto Blue Jays,Miami Marlins,8,1,3.14,3.71,4.0,4.0,0.0,4.3,1
822812,Toronto Blue Jays,Miami Marlins,2,8,3.71,4.29,10.56,4.3,1.12,6.7,0
822813,Toronto Blue Jays,Pittsburgh Pirates,1,4,4.14,3.29,2.84,9.3,6.59,3.3,0
822814,Toronto Blue Jays,Pittsburgh Pirates,5,2,3.71,4.29,5.45,1.7,2.14,8.0,1
822815,Toronto Blue Jays,Tampa Bay Rays,5,3,4.43,4.86,3.28,7.3,4.5,3.0,1
822816,Toronto Blue Jays,Pittsburgh Pirates,6,2,3.14,5.0,5.54,3.0,4.44,4.3,1
822817,Toronto Blue Jays,Tampa Bay Rays,6,7,3.71,4.57,3.75,3.0,0.0,5.3,0
822818,Toronto Blue Jays,Tampa Bay Rays,5,8,3.43,3.71,3.18,5.7,4.14,2.7,0
822819,Toronto Blue Jays,Los Angeles Angels,1,6,4.86,2.57,4.77,2.0,0.0,2.0,0
822820,Toronto Blue Jays,Los Angeles Angels,14,1,3.86,2.86,2.6,4.0,0.99,4.5,1
822821,Toronto Blue Jays,Boston Red Sox,8,1,3.57,4.71,9.47,2.7,7.75,3.3,1
822822,Toronto Blue Jays,Los Angeles Angels,2,0,3.71,3.14,4.71,8.0,5.26,6.0,1
822823,Toronto Blue Jays,Boston Red Sox,3,0,3.86,4.71,1.5,11.0,1.5,11.0,1
822824,Toronto Blue Jays,Cleveland Guardians,4,2,5.0,4.71,3.8,4.0,7.02,3.0,1
822825,Toronto Blue Jays,Boston Red Sox,0,5,5.29,5.14,1.69,8.7,1.98,4.7,0
822826,Toronto Blue Jays,Cleveland Guardians,5,3,4.71,4.86,3.51,6.3,3.91,4.7,1
822827,Toronto Blue Jays,Cleveland Guardians,6,8,4.0,4.29,2.09,7.7,2.09,7.7,0
822828,Toronto Blue Jays,Minnesota Twins,2,8,3.43,4.86,0.74,6.5,0.74,6.5,0
822829,Toronto Blue Jays,Minnesota Twins,10,4,2.14,4.86,1.45,4.0,1.45,4.0,1
822830,Toronto Blue Jays,Minnesota Twins,4,7,3.43,4.0,7.0,5.0,7.0,5.0,0
822831,Toronto Blue Jays,Los Angeles Dodgers,1,4,2.0,9.2,0.0,10.0,3.0,2.0,0
822833,Toronto Blue Jays,Los Angeles Dodgers,4,3,1.83,8.33,4.39,6.0,4.39,6.0,1
822898,Texas Rangers,Houston Astros,10,7,4.29,4.29,2.78,5.7,4.46,4.5,1
822899,Texas Rangers,Houston Astros,0,9,5.43,3.0,1.75,4.3,6.04,5.7,0
822900,Texas Rangers,Arizona Diamondbacks,6,5,3.57,2.14,3.55,3.7,4.39,5.0,1
822901,Texas Rangers,Arizona Diamondbacks,0,1,3.29,3.29,6.38,4.7,6.38,4.7,0
822902,Texas Rangers,Chicago Cubs,3,0,3.0,5.43,4.16,7.3,4.71,5.0,1
822903,Texas Rangers,Arizona Diamondbacks,7,4,3.14,2.86,4.77,4.7,7.38,3.7,1
822904,Texas Rangers,Chicago Cubs,1,7,3.14,5.57,5.0,3.0,2.78,4.7,0
822905,Texas Rangers,Chicago Cubs,6,0,2.86,5.71,4.45,6.7,6.28,6.3,1
822906,Texas Rangers,New York Yankees,2,4,3.29,6.14,7.39,4.0,3.41,6.0,0
822907,Texas Rangers,New York Yankees,3,0,2.86,5.57,4.0,4.3,4.0,4.3,1
822908,Texas Rangers,New York Yankees,2,3,3.29,5.71,1.89,6.3,1.18,7.3,0
822909,Texas Rangers,Athletics,1,8,4.86,4.86,9.0,5.0,2.0,5.7,0
822910,Texas Rangers,Athletics,4,3,3.71,5.14,3.98,6.0,4.44,6.3,1
822911,Texas Rangers,Athletics,1,2,3.57,5.29,3.17,4.3,3.55,5.3,0
822912,Texas Rangers,Pittsburgh Pirates,6,1,4.71,5.14,4.14,3.7,1.2,6.0,1
822913,Texas Rangers,Pittsburgh Pirates,4,8,4.29,4.57,2.22,8.0,6.04,5.3,0
822914,Texas Rangers,Pittsburgh Pirates,5,1,4.71,6.71,1.18,4.0,4.44,4.7,1
822915,Texas Rangers,Seattle Mariners,3,0,2.0,2.67,0.0,6.0,4.5,9.0,1
822916,Texas Rangers,Seattle Mariners,3,2,1.8,2.8,6.0,6.0,13.5,5.0,1
822977,Tampa Bay Rays,Baltimore Orioles,5,3,6.86,4.0,2.95,3.7,3.94,2.3,1
822979,Tampa Bay Rays,Baltimore Orioles,4,1,7.43,4.29,2.0,2.0,4.24,7.0,1
822980,Tampa Bay Rays,Baltimore Orioles,16,6,5.71,3.71,0.0,5.3,10.23,4.7,1
822981,Tampa Bay Rays,Miami Marlins,5,10,5.29,3.86,1.05,3.7,6.15,4.0,0
822982,Tampa Bay Rays,Miami Marlins,6,3,4.86,5.0,4.24,5.7,5.62,6.7,1
822983,Tampa Bay Rays,Miami Marlins,7,2,4.71,4.14,2.63,5.3,3.98,2.7,1
822984,Tampa Bay Rays,Toronto Blue Jays,5,1,2.71,4.71,4.47,2.7,1.34,4.3,1
822985,Tampa Bay Rays,Toronto Blue Jays,3,0,3.0,4.86,3.15,3.7,2.38,5.7,1
822986,Tampa Bay Rays,Toronto Blue Jays,4,3,2.86,4.86,4.44,5.0,4.14,3.0,1
822987,Tampa Bay Rays,San Francisco Giants,2,1,3.29,2.86,4.77,3.3,7.31,4.7,1
822988,Tampa Bay Rays,San Francisco Giants,5,1,3.43,3.29,4.41,3.3,1.98,6.3,1
822989,Tampa Bay Rays,Minnesota Twins,6,1,4.43,3.71,3.12,6.3,5.5,4.7,1
822990,Tampa Bay Rays,San Francisco Giants,3,0,3.86,3.29,3.38,5.7,3.83,5.3,1
822991,Tampa Bay Rays,Minnesota Twins,4,2,5.14,3.71,3.12,4.3,9.0,2.3,1
822992,Tampa Bay Rays,Minnesota Twins,6,2,4.29,4.14,3.17,6.0,2.11,7.3,1
822993,Tampa Bay Rays,Cincinnati Reds,6,1,4.57,5.71,2.35,3.0,2.35,3.7,1
822994,Tampa Bay Rays,Cincinnati Reds,1,6,5.43,4.29,0.0,3.5,3.64,3.3,0
822995,Tampa Bay Rays,Cincinnati Reds,6,12,4.86,4.29,3.16,5.0,2.8,6.3,0
822996,Tampa Bay Rays,New York Yankees,5,4,4.29,4.71,4.35,4.0,1.5,4.0,1
822997,Tampa Bay Rays,New York Yankees,5,3,3.86,5.0,1.5,8.0,1.5,8.0,1
822998,Tampa Bay Rays,New York Yankees,5,4,4.43,4.14,2.43,7.0,1.8,8.0,1
823000,Tampa Bay Rays,Chicago Cubs,2,6,4.17,4.33,2.9,4.0,3.53,9.0,0
823056,St. Louis Cardinals,Pittsburgh Pirates,2,6,3.57,4.71,2.21,5.7,4.0,4.3,0
823057,St. Louis Cardinals,Pittsburgh Pirates,0,7,4.43,4.14,5.0,4.3,0.5,5.0,0
823058,St. Louis Cardinals,Kansas City Royals,0,2,3.71,3.71,4.76,4.3,7.06,4.5,0
823059,St. Louis Cardinals,Pittsburgh Pirates,9,6,3.43,4.14,3.89,5.0,4.45,4.3,1
823060,St. Louis Cardinals,Kansas City Royals,4,2,4.0,4.0,2.37,5.7,5.92,5.0,1
823061,St. Louis Cardinals,Kansas City Royals,5,4,3.57,4.14,3.5,4.0,2.84,4.7,1
823063,St. Louis Cardinals,Milwaukee Brewers,2,6,6.14,6.14,2.8,6.3,4.68,5.0,0
823064,St. Louis Cardinals,Milwaukee Brewers,6,3,5.86,6.43,4.14,3.0,5.96,5.0,1
823065,St. Louis Cardinals,Los Angeles Dodgers,1,4,6.0,4.29,2.11,3.7,0.43,3.7,0
823066,St. Louis Cardinals,Los Angeles Dodgers,7,2,6.14,4.71,3.16,6.7,6.38,3.0,1
823067,St. Louis Cardinals,Los Angeles Dodgers,3,2,6.86,4.57,3.89,3.7,6.14,4.3,1
823068,St. Louis Cardinals,Seattle Mariners,2,3,4.86,5.29,4.5,4.7,3.89,2.0,0
823069,St. Louis Cardinals,Seattle Mariners,2,3,5.29,3.57,5.4,3.0,2.65,5.0,0
823070,St. Louis Cardinals,Seattle Mariners,9,11,4.86,3.71,2.84,3.7,5.06,4.0,0
823071,St. Louis Cardinals,Cleveland Guardians,5,3,4.14,5.43,1.5,4.0,3.24,4.5,1
823072,St. Louis Cardinals,Cleveland Guardians,6,5,4.14,5.0,1.75,7.5,3.53,2.5,1
823073,St. Louis Cardinals,Cleveland Guardians,3,9,4.43,4.57,0.74,9.0,4.09,4.0,0
823074,St. Louis Cardinals,Boston Red Sox,1,7,4.14,4.14,3.6,4.0,9.0,2.0,0
823075,St. Louis Cardinals,Boston Red Sox,3,9,4.0,4.43,3.6,2.0,8.71,5.0,0
823076,St. Louis Cardinals,Boston Red Sox,3,2,4.33,4.43,4.5,4.0,4.5,4.0,1
823134,Seattle Mariners,Chicago White Sox,5,4,3.57,5.29,3.32,8.0,6.34,5.7,1
823136,Seattle Mariners,Chicago White Sox,1,2,4.86,5.86,2.25,4.7,3.53,3.0,0
823137,Seattle Mariners,Chicago White Sox,6,1,4.43,6.0,4.0,6.7,6.77,2.7,1
823138,Seattle Mariners,San Diego Padres,3,8,4.14,3.43,2.62,5.7,2.62,5.7,0
823139,Seattle Mariners,San Diego Padres,4,7,3.71,2.43,2.65,5.7,4.71,3.7,0
823140,Seattle Mariners,San Diego Padres,0,2,5.43,2.29,3.79,7.3,5.33,4.0,0
823141,Seattle Mariners,Atlanta Braves,3,1,4.0,5.86,8.44,3.0,1.29,4.3,1
823142,Seattle Mariners,Atlanta Braves,2,3,4.29,6.14,3.28,4.3,2.74,4.0,0
823143,Seattle Mariners,Atlanta Braves,5,4,4.0,6.43,2.98,5.5,3.83,4.7,1
823144,Seattle Mariners,Kansas City Royals,2,3,5.57,6.43,3.71,4.3,3.73,5.7,0
823145,Seattle Mariners,Kansas City Royals,1,4,5.43,6.0,5.33,4.0,5.96,4.0,0
823146,Seattle Mariners,Kansas City Royals,6,7,5.43,6.29,6.35,3.3,4.47,6.0,0
823147,Seattle Mariners,Athletics,5,4,3.71,5.14,3.75,4.3,2.49,6.3,1
823148,Seattle Mariners,Athletics,2,5,3.57,4.71,6.38,5.3,8.68,3.3,0
823149,Seattle Mariners,Athletics,4,6,3.86,4.0,3.14,5.3,1.98,3.5,0
823150,Seattle Mariners,Texas Rangers,5,2,4.0,5.14,1.89,3.7,2.96,7.7,1
823151,Seattle Mariners,Texas Rangers,7,3,4.14,5.14,3.82,5.3,4.24,6.3,1
823152,Seattle Mariners,Texas Rangers,0,5,5.43,5.43,1.64,7.5,2.08,6.0,0
823153,Seattle Mariners,Houston Astros,6,2,4.71,4.71,4.5,5.0,4.46,4.5,1
823154,Seattle Mariners,Houston Astros,6,1,3.86,6.14,3.0,5.0,3.0,5.0,1
823155,Seattle Mariners,Houston Astros,8,7,3.14,5.71,6.75,4.0,8.44,4.0,1
823156,Seattle Mariners,Houston Astros,9,6,2.29,5.71,1.45,5.0,1.45,5.0,1
823216,San Francisco Giants,Arizona Diamondbacks,5,7,4.57,5.0,1.78,4.7,8.88,6.7,0
823219,San Francisco Giants,Arizona Diamondbacks,2,6,5.71,5.86,1.5,2.0,2.05,4.3,0
823220,San Francisco Giants,Chicago White Sox,8,5,5.43,5.14,9.44,4.0,8.18,3.3,1
823221,San Francisco Giants,Pittsburgh Pirates,7,6,2.71,5.43,7.07,4.7,2.63,4.3,1
823222,San Francisco Giants,Chicago White Sox,10,3,4.29,5.43,2.09,3.3,7.38,2.0,1
823223,San Francisco Giants,Chicago White Sox,4,9,4.0,5.0,0.95,8.7,2.46,5.7,0
823224,San Francisco Giants,Pittsburgh Pirates,3,13,2.29,4.86,3.93,6.0,4.42,6.3,0
823225,San Francisco Giants,Pittsburgh Pirates,5,2,1.86,5.29,10.08,6.7,3.68,5.3,1
823226,San Francisco Giants,San Diego Padres,1,5,2.43,3.57,10.07,2.0,10.23,2.7,0
823227,San Francisco Giants,San Diego Padres,5,10,1.71,3.43,3.15,5.7,2.37,5.0,0
823228,San Francisco Giants,San Diego Padres,3,2,2.14,4.14,5.06,5.0,5.06,5.0,1
823229,San Francisco Giants,Miami Marlins,6,2,3.86,4.71,3.0,5.0,2.62,6.7,1
823230,San Francisco Giants,Miami Marlins,6,3,3.29,4.29,1.06,5.7,3.58,5.7,1
823231,San Francisco Giants,Los Angeles Dodgers,3,0,3.86,5.57,0.75,6.0,8.24,5.3,1
823232,San Francisco Giants,Miami Marlins,4,9,3.71,3.86,7.01,2.3,5.18,3.7,0
823233,San Francisco Giants,Los Angeles Dodgers,0,3,4.14,5.29,3.79,5.0,3.32,7.7,0
823234,San Francisco Giants,Philadelphia Phillies,5,0,3.29,4.17,1.48,9.0,9.0,4.0,1
823235,San Francisco Giants,Philadelphia Phillies,6,0,2.83,5.0,1.76,7.0,3.53,7.0,1
823236,San Francisco Giants,Los Angeles Dodgers,3,1,3.71,6.0,3.33,5.7,1.88,5.0,1
823237,San Francisco Giants,Philadelphia Phillies,4,6,2.6,4.75,1.76,4.0,1.76,4.0,0
823294,San Diego Padres,Philadelphia Phillies,3,4,2.29,2.43,9.44,3.7,2.38,3.0,0
823296,San Diego Padres,Philadelphia Phillies,0,3,3.43,2.86,6.38,5.7,4.2,5.0,0
823297,San Diego Padres,Athletics,2,5,4.14,4.0,5.41,3.0,0.99,6.7,0
823298,San Diego Padres,Athletics,7,3,3.29,4.86,3.91,4.0,4.47,4.3,1
823299,San Diego Padres,Los Angeles Dodgers,0,4,3.71,6.43,2.22,3.7,1.35,8.3,0
823300,San Diego Padres,Athletics,2,0,4.14,4.57,5.4,3.0,5.4,3.0,1
823301,San Diego Padres,Los Angeles Dodgers,1,0,4.0,6.43,3.14,5.3,5.79,6.7,1
823302,San Diego Padres,Los Angeles Dodgers,4,5,3.71,6.0,4.38,7.0,6.92,6.0,0
823303,San Diego Padres,St. Louis Cardinals,0,6,3.43,4.43,1.8,7.0,2.62,4.0,0
823304,San Diego Padres,St. Louis Cardinals,4,2,3.14,3.86,3.16,3.3,4.19,3.7,1
823305,San Diego Padres,St. Louis Cardinals,3,2,3.71,3.14,4.74,4.7,5.03,5.3,1
823306,San Diego Padres,St. Louis Cardinals,1,2,3.86,4.86,5.03,3.7,3.18,6.3,0
823307,San Diego Padres,Chicago White Sox,4,3,4.43,4.57,8.71,3.0,8.71,3.0,1
823308,San Diego Padres,Chicago White Sox,0,4,5.86,4.71,1.59,6.3,2.97,3.0,0
823309,San Diego Padres,Chicago White Sox,2,8,6.0,4.14,4.44,4.0,3.58,6.0,0
823310,San Diego Padres,Chicago Cubs,3,8,5.43,5.57,4.5,4.3,1.64,5.5,0
823311,San Diego Padres,Chicago Cubs,9,7,4.71,5.29,2.87,7.5,2.78,6.3,1
823312,San Diego Padres,Chicago Cubs,4,5,5.57,5.71,5.82,6.0,13.17,3.5,0
823313,San Diego Padres,Seattle Mariners,5,2,6.71,5.14,14.29,3.5,0.0,4.0,1
823314,San Diego Padres,Seattle Mariners,7,6,5.86,4.57,3.21,5.0,1.61,5.5,1
823315,San Diego Padres,Seattle Mariners,4,1,6.0,4.57,0.75,4.0,4.82,4.5,1
823316,San Diego Padres,Colorado Rockies,9,5,5.29,4.71,0.0,4.0,7.06,1.0,1
823317,San Diego Padres,Colorado Rockies,7,2,6.14,5.29,1.8,8.0,1.5,7.0,1
823318,San Diego Padres,Colorado Rockies,5,2,4.86,4.57,1.5,5.0,1.5,5.0,1
823319,San Diego Padres,Colorado Rockies,7,3,4.86,4.43,2.2,6.0,1.5,3.0,1
823379,Pittsburgh Pirates,Chicago Cubs,12,1,4.14,1.86,2.67,6.7,2.67,6.7,1
823380,Pittsburgh Pirates,Chicago Cubs,2,1,3.86,2.86,2.08,5.3,0.0,3.0,1
823381,Pittsburgh Pirates,Philadelphia Phillies,0,6,6.0,5.43,1.29,8.7,2.34,5.3,0
823382,Pittsburgh Pirates,Philadelphia Phillies,0,6,6.29,5.57,4.2,4.3,0.85,8.0,0
823383,Pittsburgh Pirates,Colorado Rockies,7,2,4.71,4.86,6.88,5.0,6.0,3.3,1
823384,Pittsburgh Pirates,Philadelphia Phillies,9,11,5.57,4.14,5.62,5.0,3.44,6.3,0
823385,Pittsburgh Pirates,Colorado Rockies,3,1,3.86,4.43,6.32,3.3,1.35,7.7,1
823386,Pittsburgh Pirates,Colorado Rockies,4,10,4.14,3.71,0.0,3.0,3.0,5.3,0
823387,Pittsburgh Pirates,Cincinnati Reds,1,0,6.29,5.0,5.52,6.3,2.09,7.0,1
823388,Pittsburgh Pirates,Cincinnati Reds,17,7,4.71,5.29,6.09,5.0,6.09,5.0,1
823389,Pittsburgh Pirates,Cincinnati Reds,9,1,4.29,5.29,3.16,2.0,5.62,4.7,1
823390,Pittsburgh Pirates,St. Louis Cardinals,7,11,3.43,3.71,2.62,7.0,5.79,3.3,0
823391,Pittsburgh Pirates,St. Louis Cardinals,5,10,3.71,4.86,0.53,6.0,0.53,6.0,0
823392,Pittsburgh Pirates,St. Louis Cardinals,4,5,4.29,4.86,5.96,5.0,5.96,3.7,0
823393,Pittsburgh Pirates,Tampa Bay Rays,6,3,6.71,5.71,3.94,3.7,4.0,4.5,1
823394,Pittsburgh Pirates,Tampa Bay Rays,7,8,6.29,5.29,0.82,7.5,1.58,5.7,0
823395,Pittsburgh Pirates,St. Louis Cardinals,2,4,4.0,4.14,1.58,4.3,1.58,4.3,0
823396,Pittsburgh Pirates,Washington Nationals,7,8,5.14,4.14,1.64,8.5,0.89,3.5,0
823397,Pittsburgh Pirates,Tampa Bay Rays,5,1,5.86,5.43,5.87,4.0,1.76,4.0,1
823398,Pittsburgh Pirates,Washington Nationals,4,5,5.29,5.57,16.48,3.5,1.5,4.0,0
823399,Pittsburgh Pirates,Washington Nationals,2,0,5.86,5.0,3.0,2.0,9.0,4.5,1
823400,Pittsburgh Pirates,Washington Nationals,16,5,4.14,5.71,1.62,5.5,1.62,5.5,1
823402,Pittsburgh Pirates,San Diego Padres,7,1,4.8,5.0,0.0,8.0,1.8,5.0,1
823403,Pittsburgh Pirates,San Diego Padres,2,8,5.17,4.33,6.92,5.0,3.0,4.0,0
823458,Philadelphia Phillies,Cleveland Guardians,3,0,4.71,5.14,2.22,4.7,1.78,5.3,1
823459,Philadelphia Phillies,Cleveland Guardians,1,3,3.57,4.14,6.97,3.0,2.74,6.7,0
823461,Philadelphia Phillies,Cleveland Guardians,0,1,5.14,5.86,0.0,10.0,6.0,6.7,0
823462,Philadelphia Phillies,Cincinnati Reds,4,9,4.71,6.29,6.04,3.7,0.56,3.7,0
823463,Philadelphia Phillies,Colorado Rockies,6,0,5.71,4.57,3.73,7.0,2.92,2.3,1
823464,Philadelphia Phillies,Cincinnati Reds,1,4,4.86,6.29,0.47,5.3,4.17,6.7,0
823465,Philadelphia Phillies,Cincinnati Reds,5,4,5.0,6.43,8.18,4.3,8.9,4.0,1
823466,Philadelphia Phillies,Colorado Rockies,7,9,4.29,4.29,3.48,6.3,1.56,7.0,0
823467,Philadelphia Phillies,Athletics,1,12,4.57,4.71,6.97,4.0,5.85,4.0,0
823468,Philadelphia Phillies,Colorado Rockies,9,3,4.43,5.0,6.92,5.3,9.0,4.3,1
823469,Philadelphia Phillies,Athletics,9,1,4.29,4.57,4.16,6.3,3.44,5.3,1
823470,Philadelphia Phillies,Athletics,6,3,4.57,4.43,8.36,5.0,2.45,7.0,1
823471,Philadelphia Phillies,San Francisco Giants,6,5,4.71,3.14,10.75,2.3,10.75,2.3,1
823472,Philadelphia Phillies,San Francisco Giants,3,2,5.0,3.43,4.21,6.7,4.74,5.7,1
823473,Philadelphia Phillies,San Francisco Giants,7,0,3.86,3.14,9.33,5.0,4.44,5.7,1
823474,Philadelphia Phillies,Atlanta Braves,1,3,4.29,7.0,4.5,5.3,2.8,7.0,0
823475,Philadelphia Phillies,Atlanta Braves,2,4,3.86,5.86,5.0,4.0,2.78,4.3,0
823476,Philadelphia Phillies,Atlanta Braves,0,9,4.29,6.86,4.5,1.5,5.4,5.0,0
823477,Philadelphia Phillies,Chicago Cubs,2,11,4.0,6.0,5.19,9.5,0.82,6.5,0
823478,Philadelphia Phillies,Chicago Cubs,4,10,4.29,5.14,2.98,6.0,2.22,3.0,0
823479,Philadelphia Phillies,Arizona Diamondbacks,3,4,2.43,4.71,9.0,1.0,0.82,3.5,0
823480,Philadelphia Phillies,Arizona Diamondbacks,4,3,3.29,4.29,6.43,2.0,7.2,4.0,1
823481,Philadelphia Phillies,Chicago Cubs,13,7,2.57,4.86,2.67,6.5,0.0,3.0,1
823482,Philadelphia Phillies,Arizona Diamondbacks,4,5,3.57,3.86,1.45,11.0,1.8,3.0,0
823544,New York Yankees,Tampa Bay Rays,2,0,3.43,6.71,4.21,4.3,4.44,7.0,1
823545,New York Yankees,Toronto Blue Jays,0,2,3.86,3.57,6.16,5.0,0.0,3.0,0
823546,New York Yankees,Tampa Bay Rays,2,4,3.86,6.57,1.11,3.7,1.11,3.7,0
823547,New York Yankees,Toronto Blue Jays,1,2,4.57,4.14,1.03,6.3,1.93,6.0,0
823548,New York Yankees,Toronto Blue Jays,5,4,4.14,4.29,1.71,8.7,5.29,7.3,1
823549,New York Yankees,Toronto Blue Jays,7,6,3.57,3.57,4.41,2.0,2.78,6.0,1
823550,New York Yankees,Texas Rangers,1,6,7.0,2.57,4.0,4.3,2.36,8.7,0
823551,New York Yankees,Texas Rangers,9,2,6.71,3.14,7.5,5.0,7.5,5.0,1
823552,New York Yankees,Baltimore Orioles,12,1,5.43,4.57,0.45,6.3,4.68,5.3,1
823553,New York Yankees,Texas Rangers,7,4,6.57,2.14,4.5,3.0,1.18,6.0,1
823554,New York Yankees,Baltimore Orioles,9,4,5.43,5.14,3.35,4.7,3.66,7.3,1
823555,New York Yankees,Baltimore Orioles,11,3,5.0,4.29,2.36,5.7,2.36,5.7,1
823556,New York Yankees,Kansas City Royals,7,0,6.0,3.43,0.0,4.5,5.0,7.0,1
823557,New York Yankees,Baltimore Orioles,7,2,5.0,6.0,2.37,3.5,2.22,7.7,1
823558,New York Yankees,Kansas City Royals,13,4,4.71,3.14,4.12,4.7,2.86,5.7,1
823559,New York Yankees,Kansas City Royals,4,2,4.57,2.86,3.35,7.3,0.6,5.0,1
823560,New York Yankees,Los Angeles Angels,4,11,4.0,6.43,3.8,5.0,3.8,5.0,0
823561,New York Yankees,Los Angeles Angels,5,4,3.57,6.14,0.74,4.5,6.75,2.0,1
823562,New York Yankees,Los Angeles Angels,1,7,4.14,6.0,4.37,4.0,3.21,5.5,0
823563,New York Yankees,Los Angeles Angels,11,10,3.43,5.71,3.83,5.5,8.02,6.5,1
823564,New York Yankees,Athletics,2,3,6.6,5.4,11.61,7.0,3.46,6.0,0
823565,New York Yankees,Athletics,0,1,5.83,5.0,1.5,7.0,8.44,4.0,0
823567,New York Yankees,Athletics,5,3,7.0,6.0,0.0,7.0,0.0,7.0,1
823624,New York Mets,Cincinnati Reds,2,7,2.29,5.0,1.0,6.0,4.37,4.3,0
823625,New York Mets,Cincinnati Reds,2,7,4.29,4.57,7.55,3.7,4.95,6.0,0
823627,New York Mets,New York Yankees,6,3,4.14,2.71,6.59,4.0,6.64,4.7,1
823628,New York Mets,New York Yankees,7,6,4.57,3.14,5.49,2.5,6.24,4.3,1
823629,New York Mets,New York Yankees,2,5,4.14,3.29,0.52,6.0,1.55,6.0,0
823630,New York Mets,Detroit Tigers,9,4,4.29,2.43,2.62,3.7,3.0,6.3,1
823631,New York Mets,Detroit Tigers,3,2,4.43,2.71,2.93,7.0,7.56,5.0,1
823632,New York Mets,Detroit Tigers,10,2,3.71,3.43,1.67,5.0,4.78,5.7,1
823633,New York Mets,Washington Nationals,2,14,4.0,4.43,2.73,6.0,3.98,3.3,0
823634,New York Mets,Washington Nationals,4,5,3.86,4.86,3.29,5.7,9.0,2.0,0
823635,New York Mets,Colorado Rockies,1,3,3.71,5.14,7.68,1.0,2.8,8.7,0
823636,New York Mets,Washington Nationals,8,0,3.0,5.0,2.63,3.3,10.2,2.7,1
823637,New York Mets,Colorado Rockies,0,3,3.29,5.0,1.18,7.0,1.18,7.0,0
823638,New York Mets,Colorado Rockies,3,4,3.57,4.71,4.09,4.7,5.73,2.7,0
823639,New York Mets,Minnesota Twins,10,8,2.29,3.86,6.14,4.7,2.5,6.0,1
823640,New York Mets,Minnesota Twins,3,5,1.43,5.86,1.98,6.7,7.11,3.0,0
823641,New York Mets,Minnesota Twins,3,2,1.86,5.43,1.58,3.7,1.58,3.7,1
823642,New York Mets,Athletics,0,1,3.86,4.86,1.8,6.0,3.75,2.0,0
823643,New York Mets,Athletics,0,4,4.71,4.43,0.0,4.0,0.0,4.0,0
823644,New York Mets,Athletics,6,11,4.43,4.86,6.59,6.0,6.59,6.0,0
823645,New York Mets,Arizona Diamondbacks,1,7,4.71,3.0,0.0,3.0,1.76,4.0,0
823646,New York Mets,Arizona Diamondbacks,2,7,5.17,2.33,10.98,5.0,2.81,2.0,0
823648,New York Mets,Arizona Diamondbacks,4,3,5.4,2.2,1.76,7.0,0.0,2.0,1
823703,Minnesota Twins,Houston Astros,4,1,4.14,2.57,2.0,6.0,4.95,4.3,1
823704,Minnesota Twins,Houston Astros,1,2,4.43,2.57,10.98,5.0,0.0,5.0,0
823705,Minnesota Twins,Houston Astros,6,3,4.29,2.29,2.9,5.0,5.87,6.0,1
